Date,Daily_Spending,Savings_Investment_Value,Total_Portfolio_Value,Portfolio_Return_YTD,Investment_Goal,Risk_Tolerance
2018-11-10,53.96,8.3,24641.55,-0.0033,Wealth Accumulation,Medium
2018-11-11,45.37,0.0,24597.19,-0.0018,Wealth Accumulation,Medium
2018-11-12,50.63,0.0,24648.85,0.0021,Wealth Accumulation,Medium
2018-11-13,44.28,0.0,24883.01,0.0095,Wealth Accumulation,Medium
2018-11-14,45.19,0.0,25047.24,0.0066,Wealth Accumulation,Medium
2018-11-15,51.56,0.0,25260.14,0.0085,Wealth Accumulation,Medium
2018-11-16,46.28,0.0,25260.14,0.0,Wealth Accumulation,Medium
2018-11-17,54.98,0.0,25510.22,0.0099,Wealth Accumulation,Medium
2018-11-18,57.42,9.49,25430.42,-0.0035,Wealth Accumulation,Medium
2018-11-19,59.65,0.0,25323.61,-0.0042,Wealth Accumulation,Medium
2018-11-20,47.64,0.0,25521.14,0.0078,Wealth Accumulation,Medium
2018-11-21,46.99,0.0,25748.28,0.0089,Wealth Accumulation,Medium
2018-11-22,45.74,0.0,25655.58,-0.0036,Wealth Accumulation,Medium
2018-11-23,56.38,0.0,25570.92,-0.0033,Wealth Accumulation,Medium
2018-11-24,57.78,0.0,25455.85,-0.0045,Wealth Accumulation,Medium
2018-11-25,44.29,0.0,25369.3,-0.0034,Wealth Accumulation,Medium
2018-11-26,62.38,0.0,25321.1,-0.0019,Wealth Accumulation,Medium
2018-11-27,44.7,0.0,25564.18,0.0096,Wealth Accumulation,Medium
2018-11-28,54.49,0.0,25692.0,0.005,Wealth Accumulation,Medium
2018-11-29,57.85,0.0,25864.14,0.0067,Wealth Accumulation,Medium
2018-11-30,61.09,8.17,26043.01,0.0066,Wealth Accumulation,Medium
2018-12-01,57.95,0.0,26121.14,0.003,Wealth Accumulation,Medium
2018-12-02,59.71,0.0,26303.99,0.007,Wealth Accumulation,Medium
2018-12-03,50.47,0.0,26406.57,0.0039,Wealth Accumulation,Medium
2018-12-04,59.98,7.29,26405.94,-0.0003,Wealth Accumulation,Medium
2018-12-05,45.29,0.0,26495.72,0.0034,Wealth Accumulation,Medium
2018-12-06,61.58,0.0,26575.21,0.003,Wealth Accumulation,Medium
2018-12-07,54.64,0.0,26771.87,0.0074,Wealth Accumulation,Medium
2018-12-08,60.04,0.0,27031.55,0.0097,Wealth Accumulation,Medium
2018-12-09,52.74,0.0,27063.99,0.0012,Wealth Accumulation,Medium
2018-12-10,56.57,8.28,27248.19,0.0065,Wealth Accumulation,Medium
2018-12-11,54.23,7.39,27160.21,-0.0035,Wealth Accumulation,Medium
2018-12-12,58.34,0.0,27342.18,0.0067,Wealth Accumulation,Medium
2018-12-13,45.34,0.0,27358.59,0.0006,Wealth Accumulation,Medium
2018-12-14,44.92,9.86,27248.07,-0.0044,Wealth Accumulation,Medium
2018-12-15,48.65,8.09,27267.06,0.0004,Wealth Accumulation,Medium
2018-12-16,46.91,8.25,27389.83,0.0042,Wealth Accumulation,Medium
2018-12-17,61.15,0.0,27302.18,-0.0032,Wealth Accumulation,Medium
2018-12-18,48.11,8.42,27553.59,0.0089,Wealth Accumulation,Medium
2018-12-19,63.24,0.0,27448.89,-0.0038,Wealth Accumulation,Medium
2018-12-20,50.46,0.0,27695.93,0.009,Wealth Accumulation,Medium
2018-12-21,47.37,8.16,27859.19,0.0056,Wealth Accumulation,Medium
2018-12-22,59.53,0.0,27856.4,-0.0001,Wealth Accumulation,Medium
2018-12-23,56.91,7.35,27888.82,0.0009,Wealth Accumulation,Medium
2018-12-24,53.7,0.0,28058.94,0.0061,Wealth Accumulation,Medium
2018-12-25,54.85,6.8,28177.98,0.004,Wealth Accumulation,Medium
2018-12-26,58.13,0.0,28321.69,0.0051,Wealth Accumulation,Medium
2018-12-27,48.32,0.0,28344.34,0.0008,Wealth Accumulation,Medium
2018-12-28,63.68,8.88,28418.41,0.0023,Wealth Accumulation,Medium
2018-12-29,63.25,9.46,28706.38,0.0098,Wealth Accumulation,Medium
2018-12-30,56.76,0.0,28654.7,-0.0018,Wealth Accumulation,Medium
2018-12-31,47.75,7.18,28699.14,0.0013,Wealth Accumulation,Medium
2019-01-01,57.37,0.0,28681.92,-0.0006,Wealth Accumulation,Medium
2019-01-02,45.21,0.0,28868.35,0.0065,Wealth Accumulation,Medium
2019-01-03,44.38,0.0,29055.99,0.0065,Wealth Accumulation,Medium
2019-01-04,48.92,0.0,29038.56,-0.0006,Wealth Accumulation,Medium
2019-01-05,53.03,0.0,28928.21,-0.0038,Wealth Accumulation,Medium
2019-01-06,61.14,0.0,28789.36,-0.0048,Wealth Accumulation,Medium
2019-01-07,58.32,0.0,28829.66,0.0014,Wealth Accumulation,Medium
2019-01-08,58.64,8.83,28873.09,0.0012,Wealth Accumulation,Medium
2019-01-09,52.29,6.89,29162.93,0.0098,Wealth Accumulation,Medium
2019-01-10,50.71,0.0,29221.26,0.002,Wealth Accumulation,Medium
2019-01-11,51.21,0.0,29186.19,-0.0012,Wealth Accumulation,Medium
2019-01-12,63.55,0.0,29431.36,0.0084,Wealth Accumulation,Medium
2019-01-13,44.6,9.39,29511.38,0.0024,Wealth Accumulation,Medium
2019-01-14,61.14,0.0,29629.43,0.004,Wealth Accumulation,Medium
2019-01-15,55.38,7.98,29530.74,-0.0036,Wealth Accumulation,Medium
2019-01-16,52.58,8.24,29559.65,0.0007,Wealth Accumulation,Medium
2019-01-17,58.31,0.0,29831.6,0.0092,Wealth Accumulation,Medium
2019-01-18,53.54,7.8,29952.76,0.0038,Wealth Accumulation,Medium
2019-01-19,61.28,0.0,29958.75,0.0002,Wealth Accumulation,Medium
2019-01-20,61.83,0.0,30090.57,0.0044,Wealth Accumulation,Medium
2019-01-21,52.25,0.0,30352.36,0.0087,Wealth Accumulation,Medium
2019-01-22,49.36,0.0,30325.04,-0.0009,Wealth Accumulation,Medium
2019-01-23,55.67,7.27,30411.16,0.0026,Wealth Accumulation,Medium
2019-01-24,62.08,8.1,30705.12,0.0094,Wealth Accumulation,Medium
2019-01-25,48.04,0.0,30631.43,-0.0024,Wealth Accumulation,Medium
2019-01-26,56.29,0.0,30809.09,0.0058,Wealth Accumulation,Medium
2019-01-27,56.47,0.0,30938.49,0.0042,Wealth Accumulation,Medium
2019-01-28,58.5,8.78,31108.15,0.0052,Wealth Accumulation,Medium
2019-01-29,46.47,0.0,31117.48,0.0003,Wealth Accumulation,Medium
2019-01-30,58.16,0.0,31108.15,-0.0003,Wealth Accumulation,Medium
2019-01-31,62.03,0.0,31273.02,0.0053,Wealth Accumulation,Medium
2019-02-01,47.45,0.0,31216.73,-0.0018,Wealth Accumulation,Medium
2019-02-02,48.61,8.53,31265.84,0.0013,Wealth Accumulation,Medium
2019-02-03,63.29,9.53,31206.59,-0.0022,Wealth Accumulation,Medium
2019-02-04,47.48,0.0,31053.68,-0.0049,Wealth Accumulation,Medium
2019-02-05,60.95,0.0,31351.79,0.0096,Wealth Accumulation,Medium
2019-02-06,53.71,9.84,31408.66,0.0015,Wealth Accumulation,Medium
2019-02-07,48.81,0.0,31707.04,0.0095,Wealth Accumulation,Medium
2019-02-08,61.29,9.77,31624.86,-0.0029,Wealth Accumulation,Medium
2019-02-09,52.78,8.43,31753.46,0.0038,Wealth Accumulation,Medium
2019-02-10,54.17,0.0,31689.96,-0.002,Wealth Accumulation,Medium
2019-02-11,51.07,6.84,31915.46,0.0069,Wealth Accumulation,Medium
2019-02-12,55.74,0.0,32132.48,0.0068,Wealth Accumulation,Medium
2019-02-13,47.16,0.0,32026.45,-0.0033,Wealth Accumulation,Medium
2019-02-14,51.71,7.68,32312.76,0.0087,Wealth Accumulation,Medium
2019-02-15,63.28,8.44,32253.34,-0.0021,Wealth Accumulation,Medium
2019-02-16,49.06,0.0,32388.8,0.0042,Wealth Accumulation,Medium
2019-02-17,57.03,8.67,32714.88,0.0098,Wealth Accumulation,Medium
2019-02-18,50.41,0.0,32983.15,0.0082,Wealth Accumulation,Medium
2019-02-19,59.37,0.0,33289.89,0.0093,Wealth Accumulation,Medium
2019-02-20,46.53,0.0,33293.22,0.0001,Wealth Accumulation,Medium
2019-02-21,63.31,0.0,33180.02,-0.0034,Wealth Accumulation,Medium
2019-02-22,52.99,9.09,33116.12,-0.0022,Wealth Accumulation,Medium
2019-02-23,48.64,9.74,33208.65,0.0025,Wealth Accumulation,Medium
2019-02-24,45.39,9.21,33447.0,0.0069,Wealth Accumulation,Medium
2019-02-25,47.32,0.0,33356.69,-0.0027,Wealth Accumulation,Medium
2019-02-26,54.32,0.0,33520.14,0.0049,Wealth Accumulation,Medium
2019-02-27,50.67,8.89,33525.67,-0.0001,Wealth Accumulation,Medium
2019-02-28,60.51,8.74,33537.77,0.0001,Wealth Accumulation,Medium
2019-03-01,52.55,0.0,33702.1,0.0049,Wealth Accumulation,Medium
2019-03-02,48.91,0.0,33769.51,0.002,Wealth Accumulation,Medium
2019-03-03,56.28,0.0,34012.65,0.0072,Wealth Accumulation,Medium
2019-03-04,58.08,0.0,33920.81,-0.0027,Wealth Accumulation,Medium
2019-03-05,47.29,0.0,34151.47,0.0068,Wealth Accumulation,Medium
2019-03-06,47.3,0.0,34014.87,-0.004,Wealth Accumulation,Medium
2019-03-07,44.68,0.0,33943.44,-0.0021,Wealth Accumulation,Medium
2019-03-08,58.68,0.0,34106.36,0.0048,Wealth Accumulation,Medium
2019-03-09,57.23,0.0,34372.39,0.0078,Wealth Accumulation,Medium
2019-03-10,53.45,8.12,34339.27,-0.0012,Wealth Accumulation,Medium
2019-03-11,60.85,8.86,34344.69,-0.0001,Wealth Accumulation,Medium
2019-03-12,60.08,0.0,34451.16,0.0031,Wealth Accumulation,Medium
2019-03-13,55.68,0.0,34389.15,-0.0018,Wealth Accumulation,Medium
2019-03-14,61.34,0.0,34636.75,0.0072,Wealth Accumulation,Medium
2019-03-15,48.09,7.82,34873.17,0.0066,Wealth Accumulation,Medium
2019-03-16,46.22,0.0,34775.53,-0.0028,Wealth Accumulation,Medium
2019-03-17,49.38,0.0,34845.08,0.002,Wealth Accumulation,Medium
2019-03-18,45.13,8.34,35083.4,0.0066,Wealth Accumulation,Medium
2019-03-19,54.61,0.0,35086.91,0.0001,Wealth Accumulation,Medium
2019-03-20,62.72,0.0,35244.8,0.0045,Wealth Accumulation,Medium
2019-03-21,44.78,0.0,35096.77,-0.0042,Wealth Accumulation,Medium
2019-03-22,46.44,0.0,35240.67,0.0041,Wealth Accumulation,Medium
2019-03-23,53.04,0.0,35145.52,-0.0027,Wealth Accumulation,Medium
2019-03-24,62.68,0.0,35409.11,0.0075,Wealth Accumulation,Medium
2019-03-25,50.33,0.0,35419.73,0.0003,Wealth Accumulation,Medium
2019-03-26,54.15,0.0,35391.39,-0.0008,Wealth Accumulation,Medium
2019-03-27,44.84,0.0,35660.37,0.0076,Wealth Accumulation,Medium
2019-03-28,46.98,0.0,35510.6,-0.0042,Wealth Accumulation,Medium
2019-03-29,63.75,6.95,35549.51,0.0009,Wealth Accumulation,Medium
2019-03-30,63.32,0.0,35570.84,0.0006,Wealth Accumulation,Medium
2019-03-31,44.12,0.0,35545.94,-0.0007,Wealth Accumulation,Medium
2019-04-01,63.06,0.0,35855.19,0.0087,Wealth Accumulation,Medium
2019-04-02,56.81,0.0,36081.07,0.0063,Wealth Accumulation,Medium
2019-04-03,61.39,8.28,35945.03,-0.004,Wealth Accumulation,Medium
2019-04-04,53.13,0.0,36149.92,0.0057,Wealth Accumulation,Medium
2019-04-05,54.35,6.92,36261.67,0.0029,Wealth Accumulation,Medium
2019-04-06,53.82,7.02,36576.91,0.0085,Wealth Accumulation,Medium
2019-04-07,57.38,0.0,36565.94,-0.0003,Wealth Accumulation,Medium
2019-04-08,46.84,7.47,36705.05,0.0036,Wealth Accumulation,Medium
2019-04-09,44.65,0.0,36796.81,0.0025,Wealth Accumulation,Medium
2019-04-10,50.21,0.0,36881.44,0.0023,Wealth Accumulation,Medium
2019-04-11,58.15,0.0,36947.83,0.0018,Wealth Accumulation,Medium
2019-04-12,48.09,0.0,36877.63,-0.0019,Wealth Accumulation,Medium
2019-04-13,57.53,8.59,37118.55,0.0063,Wealth Accumulation,Medium
2019-04-14,63.46,7.06,37192.42,0.0018,Wealth Accumulation,Medium
2019-04-15,45.94,0.0,37542.03,0.0094,Wealth Accumulation,Medium
2019-04-16,57.52,0.0,37500.73,-0.0011,Wealth Accumulation,Medium
2019-04-17,52.95,0.0,37695.74,0.0052,Wealth Accumulation,Medium
2019-04-18,61.44,0.0,38038.77,0.0091,Wealth Accumulation,Medium
2019-04-19,47.62,6.82,38235.78,0.005,Wealth Accumulation,Medium
2019-04-20,57.93,0.0,38545.49,0.0081,Wealth Accumulation,Medium
2019-04-21,60.85,0.0,38830.73,0.0074,Wealth Accumulation,Medium
2019-04-22,62.98,7.54,38853.8,0.0004,Wealth Accumulation,Medium
2019-04-23,57.75,8.07,39017.29,0.004,Wealth Accumulation,Medium
2019-04-24,54.04,6.8,38918.74,-0.0027,Wealth Accumulation,Medium
2019-04-25,56.45,8.16,39043.66,0.003,Wealth Accumulation,Medium
2019-04-26,61.48,0.0,38985.09,-0.0015,Wealth Accumulation,Medium
2019-04-27,55.51,8.57,39235.37,0.0062,Wealth Accumulation,Medium
2019-04-28,44.71,7.77,39356.92,0.0029,Wealth Accumulation,Medium
2019-04-29,62.73,7.72,39411.87,0.0012,Wealth Accumulation,Medium
2019-04-30,57.9,0.0,39372.46,-0.001,Wealth Accumulation,Medium
2019-05-01,57.64,0.0,39766.18,0.01,Wealth Accumulation,Medium
2019-05-02,48.43,7.0,39618.09,-0.0039,Wealth Accumulation,Medium
2019-05-03,57.3,0.0,39447.74,-0.0043,Wealth Accumulation,Medium
2019-05-04,52.0,9.89,39390.57,-0.0017,Wealth Accumulation,Medium
2019-05-05,57.15,0.0,39768.72,0.0096,Wealth Accumulation,Medium
2019-05-06,46.26,9.55,40164.02,0.0097,Wealth Accumulation,Medium
2019-05-07,57.29,0.0,40356.81,0.0048,Wealth Accumulation,Medium
2019-05-08,64.12,0.0,40687.73,0.0082,Wealth Accumulation,Medium
2019-05-09,45.1,0.0,40614.5,-0.0018,Wealth Accumulation,Medium
2019-05-10,63.68,8.77,41013.17,0.0096,Wealth Accumulation,Medium
2019-05-11,52.28,0.0,40894.23,-0.0029,Wealth Accumulation,Medium
2019-05-12,61.56,0.0,40751.1,-0.0035,Wealth Accumulation,Medium
2019-05-13,59.8,9.19,40625.81,-0.0033,Wealth Accumulation,Medium
2019-05-14,55.49,0.0,40772.06,0.0036,Wealth Accumulation,Medium
2019-05-15,58.92,7.73,41052.97,0.0067,Wealth Accumulation,Medium
2019-05-16,61.73,9.75,41083.24,0.0005,Wealth Accumulation,Medium
2019-05-17,52.24,6.85,41488.6,0.0097,Wealth Accumulation,Medium
2019-05-18,50.7,0.0,41550.83,0.0015,Wealth Accumulation,Medium
2019-05-19,57.52,0.0,41438.64,-0.0027,Wealth Accumulation,Medium
2019-05-20,60.33,0.0,41521.52,0.002,Wealth Accumulation,Medium
2019-05-21,59.42,8.49,41745.92,0.0052,Wealth Accumulation,Medium
2019-05-22,60.13,0.0,42059.02,0.0075,Wealth Accumulation,Medium
2019-05-23,52.89,7.81,42146.74,0.0019,Wealth Accumulation,Medium
2019-05-24,60.54,0.0,42311.11,0.0039,Wealth Accumulation,Medium
2019-05-25,46.59,0.0,42268.8,-0.001,Wealth Accumulation,Medium
2019-05-26,55.08,8.38,42475.84,0.0047,Wealth Accumulation,Medium
2019-05-27,44.3,0.0,42892.11,0.0098,Wealth Accumulation,Medium
2019-05-28,50.68,0.0,42707.67,-0.0043,Wealth Accumulation,Medium
2019-05-29,51.52,0.0,43062.15,0.0083,Wealth Accumulation,Medium
2019-05-30,52.12,0.0,43208.56,0.0034,Wealth Accumulation,Medium
2019-05-31,58.11,0.0,43156.71,-0.0012,Wealth Accumulation,Medium
2019-06-01,51.98,0.0,43558.06,0.0093,Wealth Accumulation,Medium
2019-06-02,53.18,0.0,43658.25,0.0023,Wealth Accumulation,Medium
2019-06-03,48.96,9.78,43668.03,-0.0,Wealth Accumulation,Medium
2019-06-04,51.68,0.0,43567.59,-0.0023,Wealth Accumulation,Medium
2019-06-05,48.76,0.0,43510.95,-0.0013,Wealth Accumulation,Medium
2019-06-06,45.68,8.61,43845.9,0.0075,Wealth Accumulation,Medium
2019-06-07,56.29,9.22,44039.27,0.0042,Wealth Accumulation,Medium
2019-06-08,57.59,0.0,44422.41,0.0087,Wealth Accumulation,Medium
2019-06-09,56.62,0.0,44355.78,-0.0015,Wealth Accumulation,Medium
2019-06-10,53.5,0.0,44213.84,-0.0032,Wealth Accumulation,Medium
2019-06-11,51.83,9.66,44006.85,-0.0049,Wealth Accumulation,Medium
2019-06-12,61.5,0.0,44121.27,0.0026,Wealth Accumulation,Medium
2019-06-13,54.62,7.1,44569.58,0.01,Wealth Accumulation,Medium
2019-06-14,53.83,0.0,44810.26,0.0054,Wealth Accumulation,Medium
2019-06-15,44.76,0.0,44792.33,-0.0004,Wealth Accumulation,Medium
2019-06-16,51.07,9.7,45169.33,0.0082,Wealth Accumulation,Medium
2019-06-17,51.85,0.0,45471.96,0.0067,Wealth Accumulation,Medium
2019-06-18,52.23,0.0,45253.7,-0.0048,Wealth Accumulation,Medium
2019-06-19,55.86,0.0,45584.05,0.0073,Wealth Accumulation,Medium
2019-06-20,54.93,0.0,45561.26,-0.0005,Wealth Accumulation,Medium
2019-06-21,56.42,0.0,45433.69,-0.0028,Wealth Accumulation,Medium
2019-06-22,59.56,0.0,45360.99,-0.0016,Wealth Accumulation,Medium
2019-06-23,60.53,7.42,45459.13,0.002,Wealth Accumulation,Medium
2019-06-24,58.63,8.72,45531.5,0.0014,Wealth Accumulation,Medium
2019-06-25,63.38,6.8,45506.43,-0.0007,Wealth Accumulation,Medium
2019-06-26,44.64,0.0,45397.21,-0.0024,Wealth Accumulation,Medium
2019-06-27,48.2,0.0,45687.75,0.0064,Wealth Accumulation,Medium
2019-06-28,44.43,0.0,46140.06,0.0099,Wealth Accumulation,Medium
2019-06-29,57.24,0.0,46449.2,0.0067,Wealth Accumulation,Medium
2019-06-30,62.25,0.0,46421.33,-0.0006,Wealth Accumulation,Medium
2019-07-01,49.16,0.0,46360.98,-0.0013,Wealth Accumulation,Medium
2019-07-02,62.84,0.0,46282.17,-0.0017,Wealth Accumulation,Medium
2019-07-03,45.5,0.0,46147.95,-0.0029,Wealth Accumulation,Medium
2019-07-04,62.99,0.0,46300.24,0.0033,Wealth Accumulation,Medium
2019-07-05,51.34,8.55,46498.62,0.0041,Wealth Accumulation,Medium
2019-07-06,46.34,0.0,46759.01,0.0056,Wealth Accumulation,Medium
2019-07-07,54.03,6.78,47008.94,0.0052,Wealth Accumulation,Medium
2019-07-08,49.45,8.15,46988.88,-0.0006,Wealth Accumulation,Medium
2019-07-09,50.01,0.0,46988.88,-0.0,Wealth Accumulation,Medium
2019-07-10,50.46,0.0,47233.23,0.0052,Wealth Accumulation,Medium
2019-07-11,60.38,0.0,47242.67,0.0002,Wealth Accumulation,Medium
2019-07-12,55.11,0.0,47157.64,-0.0018,Wealth Accumulation,Medium
2019-07-13,50.55,0.0,47185.93,0.0006,Wealth Accumulation,Medium
2019-07-14,56.54,7.96,47151.42,-0.0009,Wealth Accumulation,Medium
2019-07-15,58.66,0.0,46976.96,-0.0037,Wealth Accumulation,Medium
2019-07-16,49.79,0.0,47329.29,0.0075,Wealth Accumulation,Medium
2019-07-17,52.61,0.0,47698.46,0.0078,Wealth Accumulation,Medium
2019-07-18,46.78,0.0,47617.37,-0.0017,Wealth Accumulation,Medium
2019-07-19,47.97,0.0,47426.9,-0.004,Wealth Accumulation,Medium
2019-07-20,57.97,8.92,47725.13,0.0061,Wealth Accumulation,Medium
2019-07-21,47.98,0.0,47639.22,-0.0018,Wealth Accumulation,Medium
2019-07-22,54.86,0.0,47682.1,0.0009,Wealth Accumulation,Medium
2019-07-23,58.54,0.0,47491.37,-0.004,Wealth Accumulation,Medium
2019-07-24,46.5,7.77,47423.15,-0.0016,Wealth Accumulation,Medium
2019-07-25,55.71,0.0,47750.37,0.0069,Wealth Accumulation,Medium
2019-07-26,49.5,0.0,48089.4,0.0071,Wealth Accumulation,Medium
2019-07-27,63.63,9.76,48007.79,-0.0019,Wealth Accumulation,Medium
2019-07-28,54.04,0.0,48007.79,0.0,Wealth Accumulation,Medium
2019-07-29,60.49,9.33,47873.09,-0.003,Wealth Accumulation,Medium
2019-07-30,55.38,0.0,47686.39,-0.0039,Wealth Accumulation,Medium
2019-07-31,45.25,0.0,48158.49,0.0099,Wealth Accumulation,Medium
2019-08-01,57.05,0.0,48389.65,0.0048,Wealth Accumulation,Medium
2019-08-02,63.41,0.0,48539.65,0.0031,Wealth Accumulation,Medium
2019-08-03,56.42,7.68,48862.84,0.0065,Wealth Accumulation,Medium
2019-08-04,60.78,0.0,49234.2,0.0076,Wealth Accumulation,Medium
2019-08-05,62.08,0.0,49583.76,0.0071,Wealth Accumulation,Medium
2019-08-06,48.96,9.06,49354.82,-0.0048,Wealth Accumulation,Medium
2019-08-07,48.64,0.0,49246.24,-0.0022,Wealth Accumulation,Medium
2019-08-08,56.62,0.0,49482.62,0.0048,Wealth Accumulation,Medium
2019-08-09,52.63,9.34,49521.65,0.0006,Wealth Accumulation,Medium
2019-08-10,61.21,8.12,50010.13,0.0097,Wealth Accumulation,Medium
2019-08-11,62.41,9.57,50269.75,0.005,Wealth Accumulation,Medium
2019-08-12,51.48,0.0,50737.26,0.0093,Wealth Accumulation,Medium
2019-08-13,49.16,0.0,50635.79,-0.002,Wealth Accumulation,Medium
2019-08-14,60.03,0.0,51040.87,0.008,Wealth Accumulation,Medium
2019-08-15,49.92,0.0,51030.66,-0.0002,Wealth Accumulation,Medium
2019-08-16,60.88,0.0,51530.76,0.0098,Wealth Accumulation,Medium
2019-08-17,52.91,0.0,51396.78,-0.0026,Wealth Accumulation,Medium
2019-08-18,57.78,8.69,51544.25,0.0027,Wealth Accumulation,Medium
2019-08-19,46.35,0.0,51899.9,0.0069,Wealth Accumulation,Medium
2019-08-20,56.92,0.0,51977.75,0.0015,Wealth Accumulation,Medium
2019-08-21,53.48,0.0,52081.71,0.002,Wealth Accumulation,Medium
2019-08-22,56.18,0.0,52592.11,0.0098,Wealth Accumulation,Medium
2019-08-23,47.81,0.0,52665.74,0.0014,Wealth Accumulation,Medium
2019-08-24,59.19,0.0,52881.67,0.0041,Wealth Accumulation,Medium
2019-08-25,61.71,7.23,52666.79,-0.0042,Wealth Accumulation,Medium
2019-08-26,48.79,0.0,53067.06,0.0076,Wealth Accumulation,Medium
2019-08-27,46.37,8.0,53324.48,0.0047,Wealth Accumulation,Medium
2019-08-28,44.94,0.0,53383.13,0.0011,Wealth Accumulation,Medium
2019-08-29,57.31,8.61,53135.5,-0.0048,Wealth Accumulation,Medium
2019-08-30,56.61,9.61,53352.34,0.0039,Wealth Accumulation,Medium
2019-08-31,55.41,0.0,53096.25,-0.0048,Wealth Accumulation,Medium
2019-09-01,49.11,0.0,52830.77,-0.005,Wealth Accumulation,Medium
2019-09-02,52.3,8.88,53061.54,0.0042,Wealth Accumulation,Medium
2019-09-03,56.37,0.0,52944.8,-0.0022,Wealth Accumulation,Medium
2019-09-04,54.42,0.0,52833.62,-0.0021,Wealth Accumulation,Medium
2019-09-05,64.24,8.04,53095.26,0.0048,Wealth Accumulation,Medium
2019-09-06,47.22,0.0,52872.26,-0.0042,Wealth Accumulation,Medium
2019-09-07,58.4,0.0,52856.4,-0.0003,Wealth Accumulation,Medium
2019-09-08,52.58,0.0,52708.4,-0.0028,Wealth Accumulation,Medium
2019-09-09,53.06,0.0,52903.42,0.0037,Wealth Accumulation,Medium
2019-09-10,58.85,0.0,53162.65,0.0049,Wealth Accumulation,Medium
2019-09-11,58.35,0.0,53470.99,0.0058,Wealth Accumulation,Medium
2019-09-12,64.33,9.93,53416.76,-0.0012,Wealth Accumulation,Medium
2019-09-13,47.08,8.07,53227.18,-0.0037,Wealth Accumulation,Medium
2019-09-14,46.6,0.0,53024.92,-0.0038,Wealth Accumulation,Medium
2019-09-15,59.0,0.0,53099.16,0.0014,Wealth Accumulation,Medium
2019-09-16,56.09,0.0,53587.67,0.0092,Wealth Accumulation,Medium
2019-09-17,50.01,8.61,53505.18,-0.0017,Wealth Accumulation,Medium
2019-09-18,46.11,9.33,53455.65,-0.0011,Wealth Accumulation,Medium
2019-09-19,46.24,0.0,53268.56,-0.0035,Wealth Accumulation,Medium
2019-09-20,62.42,0.0,53486.96,0.0041,Wealth Accumulation,Medium
2019-09-21,48.37,8.25,53773.34,0.0052,Wealth Accumulation,Medium
2019-09-22,51.0,0.0,54020.7,0.0046,Wealth Accumulation,Medium
2019-09-23,49.07,0.0,54447.46,0.0079,Wealth Accumulation,Medium
2019-09-24,51.64,0.0,54572.69,0.0023,Wealth Accumulation,Medium
2019-09-25,45.93,0.0,54408.97,-0.003,Wealth Accumulation,Medium
2019-09-26,54.93,0.0,54370.89,-0.0007,Wealth Accumulation,Medium
2019-09-27,45.9,0.0,54637.31,0.0049,Wealth Accumulation,Medium
2019-09-28,60.56,0.0,54866.78,0.0042,Wealth Accumulation,Medium
2019-09-29,49.23,0.0,55031.38,0.003,Wealth Accumulation,Medium
2019-09-30,55.36,0.0,55317.55,0.0052,Wealth Accumulation,Medium
2019-10-01,62.17,0.0,55572.01,0.0046,Wealth Accumulation,Medium
2019-10-02,57.58,0.0,56027.7,0.0082,Wealth Accumulation,Medium
2019-10-03,55.23,0.0,56240.6,0.0038,Wealth Accumulation,Medium
2019-10-04,51.06,0.0,56617.41,0.0067,Wealth Accumulation,Medium
2019-10-05,51.24,0.0,56543.81,-0.0013,Wealth Accumulation,Medium
2019-10-06,57.97,9.91,56847.75,0.0052,Wealth Accumulation,Medium
2019-10-07,64.46,8.38,57339.33,0.0085,Wealth Accumulation,Medium
2019-10-08,57.82,0.0,57385.21,0.0008,Wealth Accumulation,Medium
2019-10-09,55.74,0.0,57769.69,0.0067,Wealth Accumulation,Medium
2019-10-10,59.2,0.0,58110.53,0.0059,Wealth Accumulation,Medium
2019-10-11,53.9,0.0,57872.28,-0.0041,Wealth Accumulation,Medium
